"%s other item","%s weitere Position"
"%s other items","%s weitere Positionen"
"%s other article","%s weiterer Artikel"
"%s other articles","%s weitere Artikel"
"Go To Cart","Zum Warenkorb"
"Go To Checkout","Zur Kasse"
